DirtyColumn,DirtyTable,CleanColumn,
comment,i_well_fluidshot_hist,COMMENT,
userid,i_well_fluidshot_hist,USERID,
datemodified,i_well_fluidshot_hist,DATEMODIFIED,
exportflag,i_well_fluidshot_hist,EXPORTFLAG,
static,i_well_fluidshot_hist,STATIC,
source,i_well_fluidshot_hist,SOURCE,
api_no14,i_well_info_general_detail,API14,
comp_type,i_well_info_general_detail,COMP_TYPE,
completion_id,i_well_info_general_detail,COMPLETION_ID,
cost_center,i_well_info_general_detail,COST_CENTER,
mop,i_well_info_general_detail,MOP,
oper_no,i_well_info_general_detail,OPER_NO,
org_seqno,i_well_info_general_detail,ORG_SEQNO,
reservoir,i_well_info_general_detail,RESERVOIR,
rmt_team,i_well_info_general_detail,RMT_TEAM,
source,i_well_info_general_detail,SOURCE,
status_date,i_well_info_general_detail,STATUS_DATE,
unit,i_well_info_general_detail,UNIT,
well_auto_name,i_well_info_general_detail,WELL_AUTO_NAME,
well_common_name,i_well_info_general_detail,WELL_COMMON_NAME,
well_comp_name,i_well_info_general_detail,WELL_COMP_NAME,
well_id,i_well_info_general_detail,WELL_ID,
well_status,i_well_info_general_detail,WELL_STATUS,
wellbore_id,i_well_info_general_detail,WELLBORE_ID,
geo_latitude,i_well_info_general_detail,GEO_LATITUDE,
geo_longitude,i_well_info_general_detail,GEO_LONGITUDE,
geo_offset_east,i_well_info_general_detail,GEO_OFFSET_EAST,
geo_offset_north,i_well_info_general_detail,GEO_OFFSET_NORTH,
spud_date,i_well_info_general_detail,SPUD_DATE,
surf_latitude,i_well_info_general_detail,SURF_LATITUDE,
surf_longitude,i_well_info_general_detail,SURF_LONGITUDE,
tank_setting,i_well_info_general_detail,TANK_SETTING,
wellbore_name,i_well_info_general_detail,WELLBORE_NAME,
woa,i_well_info_general_detail,WOA,
fault_block,i_well_info_general_detail,FAULT_BLOCK,
api_no14,i_well_info_general_detail_current_state,API14,
comp_type,i_well_info_general_detail_current_state,COMP_TYPE,
completion_id,i_well_info_general_detail_current_state,COMPLETION_ID,
cost_center,i_well_info_general_detail_current_state,COST_CENTER,
mop,i_well_info_general_detail_current_state,MOP,
oper_no,i_well_info_general_detail_current_state,OPER_NO,
org_seqno,i_well_info_general_detail_current_state,ORG_SEQNO,
reservoir,i_well_info_general_detail_current_state,RESERVOIR,
rmt_team,i_well_info_general_detail_current_state,RMT_TEAM,
source,i_well_info_general_detail_current_state,SOURCE,
status_date,i_well_info_general_detail_current_state,STATUS_DATE,
unit,i_well_info_general_detail_current_state,UNIT,
well_auto_name,i_well_info_general_detail_current_state,WELL_AUTO_NAME,
well_common_name,i_well_info_general_detail_current_state,WELL_COMMON_NAME,
well_comp_name,i_well_info_general_detail_current_state,WELL_COMP_NAME,
well_id,i_well_info_general_detail_current_state,WELL_ID,
well_status,i_well_info_general_detail_current_state,WELL_STATUS,
wellbore_id,i_well_info_general_detail_current_state,WELLBORE_ID,
geo_latitude,i_well_info_general_detail_current_state,GEO_LATITUDE,
geo_longitude,i_well_info_general_detail_current_state,GEO_LONGITUDE,
geo_offset_east,i_well_info_general_detail_current_state,GEO_OFFSET_EAST,
geo_offset_north,i_well_info_general_detail_current_state,GEO_OFFSET_NORTH,
spud_date,i_well_info_general_detail_current_state,SPUD_DATE,
surf_latitude,i_well_info_general_detail_current_state,SURF_LATITUDE,
surf_longitude,i_well_info_general_detail_current_state,SURF_LONGITUDE,
tank_setting,i_well_info_general_detail_current_state,TANK_SETTING,
wellbore_name,i_well_info_general_detail_current_state,WELLBORE_NAME,
woa,i_well_info_general_detail_current_state,WOA,
fault_block,i_well_info_general_detail_current_state,FAULT_BLOCK,
api_no14,i_well_note_hist,API14,
well_name,i_well_note_hist,WELL_NAME,
comment_date,i_well_note_hist,COMMENT_DATE,
comment_by,i_well_note_hist,COMMENT_BY,
source,i_well_note_hist,SOURCE,
comments,i_well_note_hist,COMMENTS,
api_no14,i_well_operations_summary_hist,API14,
well_id,i_well_operations_summary_hist,WELL_ID,
wellbore_id,i_well_operations_summary_hist,WELLBORE_ID,
event_id,i_well_operations_summary_hist,EVENT_ID,
well_auto_name,i_well_operations_summary_hist,WELL_AUTO_NAME,
date,i_well_operations_summary_hist,DATE,
time_to,i_well_operations_summary_hist,TIME_TO,
hrs,i_well_operations_summary_hist,HRS,
code,i_well_operations_summary_hist,CODE,
subcode,i_well_operations_summary_hist,SUBCODE,
class,i_well_operations_summary_hist,CLASS,
OP DETAILS,i_well_operations_summary_hist,OP DETAILS,
source,i_well_operations_summary_hist,SOURCE,
api_no14,i_well_perf_hist,API14,
well_id,i_well_perf_hist,WELL_ID,
wellbore_id,i_well_perf_hist,WELLBORE_ID,
wellbore_opening_id,i_well_perf_hist,WELLBORE_OPENING_ID,
well_auto_name,i_well_perf_hist,WELL_AUTO_NAME,
date_interval_shot,i_well_perf_hist,DATE_INTERVAL_SHOT,
top_md,i_well_perf_hist,TOP_MD,
btm_md,i_well_perf_hist,BTM_MD,
top_md2,i_well_perf_hist,TOP_MD2,
btm_md2,i_well_perf_hist,BTM_MD2,
top_md3,i_well_perf_hist,TOP_MD3,
btm_md3,i_well_perf_hist,BTM_MD3,
formation_name,i_well_perf_hist,FORMATION_NAME,
shot_density,i_well_perf_hist,SHOT_DENSITY,
charge_phasing,i_well_perf_hist,CHARGE_PHASING,
gun_diam_max,i_well_perf_hist,GUN_DIAM_MAX,
interval_type,i_well_perf_hist,INTERVAL_TYPE,
status,i_well_perf_hist,STATUS,
effective_date,i_well_perf_hist,EFFECTIVE_DATE,
source,i_well_perf_hist,SOURCE,
api_no14,i_well_prod_bha_hist,API14,
well_id,i_well_prod_bha_hist,WELL_ID,
wellbore_id,i_well_prod_bha_hist,WELLBORE_ID,
event_id,i_well_prod_bha_hist,EVENT_ID,
well_auto_name,i_well_prod_bha_hist,WELL_AUTO_NAME,
assembly_name,i_well_prod_bha_hist,ASSEMBLY_NAME,
assembly_size,i_well_prod_bha_hist,ASSEMBLY_SIZE,
md_assembly_top,i_well_prod_bha_hist,MD_ASSEMBLY_TOP,
md_assembly_base,i_well_prod_bha_hist,MD_ASSEMBLY_BASE,
status,i_well_prod_bha_hist,STATUS,
date_status,i_well_prod_bha_hist,DATE_STATUS,
comp_name,i_well_prod_bha_hist,COMP_NAME,
joints,i_well_prod_bha_hist,JOINTS,
od_body,i_well_prod_bha_hist,OD_BODY,
id_body,i_well_prod_bha_hist,ID_BODY,
id_drift,i_well_prod_bha_hist,ID_DRIFT,
approximate_weight,i_well_prod_bha_hist,APPROXIMATE_WEIGHT,
grade_id,i_well_prod_bha_hist,GRADE_ID,
connection_name,i_well_prod_bha_hist,CONNECTION_NAME,
md_top,i_well_prod_bha_hist,MD_TOP,
md_base,i_well_prod_bha_hist,MD_BASE,
length,i_well_prod_bha_hist,LENGTH,
description,i_well_prod_bha_hist,DESCRIPTION,
sequence_no,i_well_prod_bha_hist,SEQUENCE_NO,
assembly_squence_no,i_well_prod_bha_hist,ASSEMBLY_SQUENCE_NO,
source,i_well_prod_bha_hist,SOURCE,
api_no14,i_well_prod_bha_hist_depth_placement,API14,
well_id,i_well_prod_bha_hist_depth_placement,WELL_ID,
wellbore_id,i_well_prod_bha_hist_depth_placement,WELLBORE_ID,
event_id,i_well_prod_bha_hist_depth_placement,EVENT_ID,
well_auto_name,i_well_prod_bha_hist_depth_placement,WELL_AUTO_NAME,
primary_failure,i_well_prod_bha_hist_depth_placement,PRIMARY_FAILURE,
secondary_failure,i_well_prod_bha_hist_depth_placement,SECONDARY_FAILURE,
date_ops_end,i_well_prod_bha_hist_depth_placement,DATE_OPS_END,
bhmd,i_well_prod_bha_hist_depth_placement,BHMD,
pbmd,i_well_prod_bha_hist_depth_placement,PBMD,
perf_top,i_well_prod_bha_hist_depth_placement,PERF_TOP,
perf_btm,i_well_prod_bha_hist_depth_placement,PERF_BTM,
btm_tbg_md,i_well_prod_bha_hist_depth_placement,BTM_TBG_MD,
seating_nipple_md,i_well_prod_bha_hist_depth_placement,SEATING_NIPPLE_MD,
desander_md,i_well_prod_bha_hist_depth_placement,DESANDER_MD,
gas_anchor_md,i_well_prod_bha_hist_depth_placement,GAS_ANCHOR_MD,
purge_valve_md,i_well_prod_bha_hist_depth_placement,PURGE_VALVE_MD,
bull_plug_md,i_well_prod_bha_hist_depth_placement,BULL_PLUG_MD,
anchor1_md,i_well_prod_bha_hist_depth_placement,ANCHOR1_MD,
anchor2_md,i_well_prod_bha_hist_depth_placement,ANCHOR2_MD,
fill_top_md,i_well_prod_bha_hist_depth_placement,FILL_TOP_MD,
cleanout_md,i_well_prod_bha_hist_depth_placement,CLEANOUT_MD,
rat_hole,i_well_prod_bha_hist_depth_placement,RAT_HOLE,
tbg_rat_hole,i_well_prod_bha_hist_depth_placement,TBG_RAT_HOLE,
fill_total,i_well_prod_bha_hist_depth_placement,FILL_TOTAL,
fill_left,i_well_prod_bha_hist_depth_placement,FILL_LEFT,
cleanout_method,i_well_prod_bha_hist_depth_placement,CLEANOUT_METHOD,
days_to_failure,i_well_prod_bha_hist_depth_placement,DAYS_TO_FAILURE,
source,i_well_prod_bha_hist_depth_placement,SOURCE,
api_no14,i_well_pump_hist,API14,
event_id,i_well_pump_hist,EVENT_ID,
well_id,i_well_pump_hist,WELL_ID,
wellbore_id,i_well_pump_hist,WELLBORE_ID,
well_auto_name,i_well_pump_hist,WELL_AUTO_NAME,
primary_failure,i_well_pump_hist,PRIMARY_FAILURE,
secondary_failure,i_well_pump_hist,SECONDARY_FAILURE,
date_ops_end,i_well_pump_hist,DATE_OPS_END,
pump_bore_od,i_well_pump_hist,PUMP_BORE_OD,
pump_type,i_well_pump_hist,PUMP_TYPE,
install_remarks,i_well_pump_hist,INSTALL_REMARKS,
api_tbg_size_code,i_well_pump_hist,API_TBG_SIZE_CODE,
api_pump_bore,i_well_pump_hist,API_PUMP_BORE,
api_pump_type,i_well_pump_hist,API_PUMP_TYPE,
api_barrel_type,i_well_pump_hist,API_BARREL_TYPE,
api_seating_ass_loc,i_well_pump_hist,API_SEATING_ASS_LOC,
api_type_seat_ass,i_well_pump_hist,API_TYPE_SEAT_ASS,
api_barrel_length,i_well_pump_hist,API_BARREL_LENGTH,
api_plunger_length,i_well_pump_hist,API_PLUNGER_LENGTH,
api_length_extensions,i_well_pump_hist,API_LENGTH_EXTENSIONS,
pump_no,i_well_pump_hist,PUMP_NO,
source,i_well_pump_hist,SOURCE,
api_no14,i_well_service_status_hist,API14,
nodeid,i_well_service_status_hist,WELL_AUTO_NAME,
recorddate,i_well_service_status_hist,RECORDDATE,
status,i_well_service_status_hist,STATUS,
username,i_well_service_status_hist,USERNAME,
note,i_well_service_status_hist,NOTE,
source,i_well_service_status_hist,SOURCE,
api_no14,i_well_test_hist_oit,API14,
localwellname,i_well_test_hist_oit,WELL_NAME,
well_auto_name,i_well_test_hist_oit,WELL_AUTO_NAME,
recid,i_well_test_hist_oit,RECID,
uniquetestid,i_well_test_hist_oit,UNIQUETESTID,
tanksettingipaddress,i_well_test_hist_oit,TANKSETTINGIPADDRESS,
endtestdatetimestamp,i_well_test_hist_oit,ENDTESTDATETIMESTAMP,
starttestdatetimestamp,i_well_test_hist_oit,STARTTESTDATETIMESTAMP,
welltestendyear,i_well_test_hist_oit,WELLTESTENDYEAR,
welltestendmonth,i_well_test_hist_oit,WELLTESTENDMONTH,
welltestendday,i_well_test_hist_oit,WELLTESTENDDAY,
welltestendhour,i_well_test_hist_oit,WELLTESTENDHOUR,
welltestendminute,i_well_test_hist_oit,WELLTESTENDMINUTE,
welltestendsecond,i_well_test_hist_oit,WELLTESTENDSECOND,
facilityname,i_well_test_hist_oit,FACILITYNAME,
separatornumber,i_well_test_hist_oit,SEPARATORNUMBER,
manifoldposition,i_well_test_hist_oit,MANIFOLDPOSITION,
liquidmetermass,i_well_test_hist_oit,LIQUIDMETERMASS,
oilbpd,i_well_test_hist_oit,OILBPD,
waterbpd,i_well_test_hist_oit,WATERBPD,
gasmscfd,i_well_test_hist_oit,GASMSCFD,
gaslpmscfd,i_well_test_hist_oit,GASLPMSCFD,
gashpmscfd,i_well_test_hist_oit,GASHPMSCFD,
watercut,i_well_test_hist_oit,WATERCUT,
grossliquidsum,i_well_test_hist_oit,GROSSLIQUIDSUM,
grossliquidraw,i_well_test_hist_oit,GROSSLIQUIDRAW,
elapsedtesttimeminutes,i_well_test_hist_oit,ELAPSEDTESTTIMEMINUTES,
timeinpurge,i_well_test_hist_oit,TIMEINPURGE,
liquiddensityoilsetpointsg,i_well_test_hist_oit,LIQUIDDENSITYOILSETPOINTSG,
liquiddensitywatersetpointsg,i_well_test_hist_oit,LIQUIDDENSITYWATERSETPOINTSG,
watercuttotalsamplecounter,i_well_test_hist_oit,WATERCUTTOTALSAMPLECOUNTER,
watercutsampleacceptedcounter,i_well_test_hist_oit,WATERCUTSAMPLEACCEPTEDCOUNTER,
watercuthighdensitysamplecounter,i_well_test_hist_oit,WATERCUTHIGHDENSITYSAMPLECOUNTER,
watercutlowdensitysamplecounter,i_well_test_hist_oit,WATERCUTLOWDENSITYSAMPLECOUNTER,
masshighdrivegainsamplecounter,i_well_test_hist_oit,MASSHIGHDRIVEGAINSAMPLECOUNTER,
watercuthighdrivegainsamplecounter,i_well_test_hist_oit,WATERCUTHIGHDRIVEGAINSAMPLECOUNTER,
meterviolationcounter,i_well_test_hist_oit,METERVIOLATIONCOUNTER,
liquiddensityaveragesg,i_well_test_hist_oit,LIQUIDDENSITYAVERAGESG,
liquiddensitymaximumsg,i_well_test_hist_oit,LIQUIDDENSITYMAXIMUMSG,
liquiddensityminimumsg,i_well_test_hist_oit,LIQUIDDENSITYMINIMUMSG,
liquidtemperatureaveragef,i_well_test_hist_oit,LIQUIDTEMPERATUREAVERAGEF,
maximumdensityliquidtemperaturef,i_well_test_hist_oit,MAXIMUMDENSITYLIQUIDTEMPERATUREF,
minimumdensityliquidtemperaturef,i_well_test_hist_oit,MINIMUMDENSITYLIQUIDTEMPERATUREF,
liquidflowmaximum,i_well_test_hist_oit,LIQUIDFLOWMAXIMUM,
liquiddrivegainaveragevolts,i_well_test_hist_oit,LIQUIDDRIVEGAINAVERAGEVOLTS,
gasflowmaximum,i_well_test_hist_oit,GASFLOWMAXIMUM,
gastemperatureaveragef,i_well_test_hist_oit,GASTEMPERATUREAVERAGEF,
spare1,i_well_test_hist_oit,SPARE1,
spare2,i_well_test_hist_oit,SPARE2,
spare3,i_well_test_hist_oit,SPARE3,
spare4,i_well_test_hist_oit,SPARE4,
spare5,i_well_test_hist_oit,SPARE5,
spare6,i_well_test_hist_oit,SPARE6,
spare7,i_well_test_hist_oit,SPARE7,
spare8,i_well_test_hist_oit,SPARE8,
spare9,i_well_test_hist_oit,SPARE9,
spare10,i_well_test_hist_oit,SPARE10,
spare11,i_well_test_hist_oit,SPARE11,
spare12,i_well_test_hist_oit,SPARE12,
spare13,i_well_test_hist_oit,SPARE13,
spare14,i_well_test_hist_oit,SPARE14,
spare15,i_well_test_hist_oit,SPARE15,
spare16,i_well_test_hist_oit,SPARE16,
spare17,i_well_test_hist_oit,SPARE17,
spare18,i_well_test_hist_oit,SPARE18,
spare19,i_well_test_hist_oit,SPARE19,
spare20,i_well_test_hist_oit,SPARE20,
spare21,i_well_test_hist_oit,SPARE21,
handshakingfromosipi,i_well_test_hist_oit,HANDSHAKINGFROMOSIPI,
recordready,i_well_test_hist_oit,RECORDREADY,
alarmflags1,i_well_test_hist_oit,ALARMFLAGS1,
alarmflags2,i_well_test_hist_oit,ALARMFLAGS2,
separatorlevellowalarm,i_well_test_hist_oit,SEPARATORLEVELLOWALARM,
separatorlevelhighalarm,i_well_test_hist_oit,SEPARATORLEVELHIGHALARM,
separatorprocessabortflag,i_well_test_hist_oit,SEPARATORPROCESSABORTFLAG,
operatorabortflag,i_well_test_hist_oit,OPERATORABORTFLAG,
invaliddataalarm,i_well_test_hist_oit,INVALIDDATAALARM,
testsuccessflag,i_well_test_hist_oit,TESTSUCCESSFLAG,
demandtestflag,i_well_test_hist_oit,DEMANDTESTFLAG,
manifoldfailalarm,i_well_test_hist_oit,MANIFOLDFAILALARM,
source,i_well_test_hist_oit,SOURCE,
api_no14,i_well_test_hist_xspoc,API14,
nodeid,i_well_test_hist_xspoc,WELL_AUTO_NAME,
testdate,i_well_test_hist_xspoc,TESTDATE,
duration,i_well_test_hist_xspoc,DURATION,
oilrate,i_well_test_hist_xspoc,OILRATE,
waterrate,i_well_test_hist_xspoc,WATERRATE,
gasrate,i_well_test_hist_xspoc,GASRATE,
tubingpressure,i_well_test_hist_xspoc,TUBINGPRESSURE,
casingpressure,i_well_test_hist_xspoc,CASINGPRESSURE,
runtime,i_well_test_hist_xspoc,RUNTIME,
strokelength,i_well_test_hist_xspoc,STROKELENGTH,
fluidabovepump,i_well_test_hist_xspoc,FLUIDABOVEPUMP,
pumpsize,i_well_test_hist_xspoc,PUMPSIZE,
spm,i_well_test_hist_xspoc,SPM,
flowlinetemp,i_well_test_hist_xspoc,FLOWLINETEMP,
casingtemp,i_well_test_hist_xspoc,CASINGTEMP,
watersg,i_well_test_hist_xspoc,WATERSG,
oilapigravity,i_well_test_hist_xspoc,OILAPIGRAVITY,
approved,i_well_test_hist_xspoc,APPROVED,
datemodified,i_well_test_hist_xspoc,DATEMODIFIED,
userid,i_well_test_hist_xspoc,USERID,
co2,i_well_test_hist_xspoc,CO2,
facilityname,i_well_test_hist_xspoc,FACILITYNAME,
separatornumber,i_well_test_hist_xspoc,SEPARATORNUMBER,
zonecode,i_well_test_hist_xspoc,ZONECODE,
testcode,i_well_test_hist_xspoc,TESTCODE,
totalfluidrate,i_well_test_hist_xspoc,TOTALFLUIDRATE,
watercut,i_well_test_hist_xspoc,WATERCUT,
hpgas,i_well_test_hist_xspoc,HPGAS,
lpgas,i_well_test_hist_xspoc,LPGAS,
casinggas,i_well_test_hist_xspoc,CASINGGAS,
gasliftgas,i_well_test_hist_xspoc,GASLIFTGAS,
gor,i_well_test_hist_xspoc,GOR,
pumpspeed,i_well_test_hist_xspoc,PUMPSPEED,
flowlinepressure,i_well_test_hist_xspoc,FLOWLINEPRESSURE,
tubingtemp,i_well_test_hist_xspoc,TUBINGTEMP,
pumpefficiency,i_well_test_hist_xspoc,PUMPEFFICIENCY,
chokesize,i_well_test_hist_xspoc,CHOKESIZE,
welltestfailcode,i_well_test_hist_xspoc,WELLTESTFAILCODE,
welltestfailreason,i_well_test_hist_xspoc,WELLTESTFAILREASON,
pumpintakepressure,i_well_test_hist_xspoc,PUMPINTAKEPRESSURE,
pumpdischargepressure,i_well_test_hist_xspoc,PUMPDISCHARGEPRESSURE,
pumpintaketemp,i_well_test_hist_xspoc,PUMPINTAKETEMP,
motortemp,i_well_test_hist_xspoc,MOTORTEMP,
drivecurrent,i_well_test_hist_xspoc,DRIVECURRENT,
drivespeed,i_well_test_hist_xspoc,DRIVESPEED,
rodrpm,i_well_test_hist_xspoc,RODRPM,
rodtorque,i_well_test_hist_xspoc,RODTORQUE,
triplexdischargepressure,i_well_test_hist_xspoc,TRIPLEXDISCHARGEPRESSURE,
suctionpressure,i_well_test_hist_xspoc,SUCTIONPRESSURE,
linepressuretosetting,i_well_test_hist_xspoc,LINEPRESSURETOSETTING,
testcomment,i_well_test_hist_xspoc,TESTCOMMENT,
exportflag,i_well_test_hist_xspoc,EXPORTFLAG,
highpressuregasrate,i_well_test_hist_xspoc,HIGHPRESSUREGASRATE,
casinggasrate,i_well_test_hist_xspoc,CASINGGASRATE,
gasliftgasrate,i_well_test_hist_xspoc,GASLIFTGASRATE,
watercutmethod,i_well_test_hist_xspoc,WATERCUTMETHOD,
watercutsource,i_well_test_hist_xspoc,WATERCUTSOURCE,
testertype,i_well_test_hist_xspoc,TESTERTYPE,
evaltestcode,i_well_test_hist_xspoc,EVALTESTCODE,
evaltestremark,i_well_test_hist_xspoc,EVALTESTREMARK,
injectionflowrate,i_well_test_hist_xspoc,INJECTIONFLOWRATE,
source,i_well_test_hist_xspoc,SOURCE,
api_no14,i_well_xdiag_results_hist,API14,
nodeid,i_well_xdiag_results_hist,WELL_AUTO_NAME,
date,i_well_xdiag_results_hist,DATE,
pumpcond1,i_well_xdiag_results_hist,PUMPCOND1,
pumpcond2,i_well_xdiag_results_hist,PUMPCOND2,
fillagepct,i_well_xdiag_results_hist,FILLAGEPCT,
netprod,i_well_xdiag_results_hist,NETPROD,
fluidlevelxdiag,i_well_xdiag_results_hist,FLUIDLEVELXDIAG,
eleccostperbo,i_well_xdiag_results_hist,ELECCOSTPERBO,
eleccostmintorqueperbo,i_well_xdiag_results_hist,ELECCOSTMINTORQUEPERBO,
electcostminenergyperbo,i_well_xdiag_results_hist,ELECTCOSTMINENERGYPERBO,
pumpeffpct,i_well_xdiag_results_hist,PUMPEFFPCT,
systemeffpct,i_well_xdiag_results_hist,SYSTEMEFFPCT,
pumpstroke,i_well_xdiag_results_hist,PUMPSTROKE,
gearboxloadpct,i_well_xdiag_results_hist,GEARBOXLOADPCT,
mintorquegbloadpct,i_well_xdiag_results_hist,MINTORQUEGBLOADPCT,
minenergygbloadpct,i_well_xdiag_results_hist,MINENERGYGBLOADPCT,
balanceunit,i_well_xdiag_results_hist,BALANCEUNIT,
tubingpressure,i_well_xdiag_results_hist,TUBINGPRESSURE,
casingpressure,i_well_xdiag_results_hist,CASINGPRESSURE,
grossprod,i_well_xdiag_results_hist,GROSSPROD,
watercutpct,i_well_xdiag_results_hist,WATERCUTPCT,
minhp,i_well_xdiag_results_hist,MINHP,
peakgbtorque,i_well_xdiag_results_hist,PEAKGBTORQUE,
mingbtorque,i_well_xdiag_results_hist,MINGBTORQUE,
minenergbtorque,i_well_xdiag_results_hist,MINENERGBTORQUE,
monthlyeleccost,i_well_xdiag_results_hist,MONTHLYELECCOST,
minmonthlyeleccost,i_well_xdiag_results_hist,MINMONTHLYELECCOST,
eleccostperbg,i_well_xdiag_results_hist,ELECCOSTPERBG,
mineleccostperbg,i_well_xdiag_results_hist,MINELECCOSTPERBG,
pumpsize,i_well_xdiag_results_hist,PUMPSIZE,
tubingleak,i_well_xdiag_results_hist,TUBINGLEAK,
badsg,i_well_xdiag_results_hist,BADSG,
addoilproduction,i_well_xdiag_results_hist,ADDOILPRODUCTION,
analysisdate,i_well_xdiag_results_hist,ANALYSISDATE,
pprl,i_well_xdiag_results_hist,PPRL,
mprl,i_well_xdiag_results_hist,MPRL,
bouyrodweight,i_well_xdiag_results_hist,BOUYRODWEIGHT,
polrodhp,i_well_xdiag_results_hist,POLRODHP,
unitstructload,i_well_xdiag_results_hist,UNITSTRUCTLOAD,
maxrodload,i_well_xdiag_results_hist,MAXRODLOAD,
minenergyclf,i_well_xdiag_results_hist,MINENERGYCLF,
mintorqueclf,i_well_xdiag_results_hist,MINTORQUECLF,
currentclf,i_well_xdiag_results_hist,CURRENTCLF,
minenergymcb,i_well_xdiag_results_hist,MINENERGYMCB,
mintorquemcb,i_well_xdiag_results_hist,MINTORQUEMCB,
currentmcb,i_well_xdiag_results_hist,CURRENTMCB,
minenergycbe,i_well_xdiag_results_hist,MINENERGYCBE,
mintorquecbe,i_well_xdiag_results_hist,MINTORQUECBE,
currentcbe,i_well_xdiag_results_hist,CURRENTCBE,
minenergykwh,i_well_xdiag_results_hist,MINENERGYKWH,
mintorquekwh,i_well_xdiag_results_hist,MINTORQUEKWH,
currentkwh,i_well_xdiag_results_hist,CURRENTKWH,
minenergymonthlyelec,i_well_xdiag_results_hist,MINENERGYMONTHLYELEC,
mintorquemonthlyelec,i_well_xdiag_results_hist,MINTORQUEMONTHLYELEC,
currentmonthlyelec,i_well_xdiag_results_hist,CURRENTMONTHLYELEC,
minenergyelecbg,i_well_xdiag_results_hist,MINENERGYELECBG,
mintorqueelecbg,i_well_xdiag_results_hist,MINTORQUEELECBG,
currentelecbg,i_well_xdiag_results_hist,CURRENTELECBG,
minenergyelecbo,i_well_xdiag_results_hist,MINENERGYELECBO,
mintorqueelecbo,i_well_xdiag_results_hist,MINTORQUEELECBO,
currentelecbo,i_well_xdiag_results_hist,CURRENTELECBO,
tubingmovement,i_well_xdiag_results_hist,TUBINGMOVEMENT,
fluidloadonpump,i_well_xdiag_results_hist,FLUIDLOADONPUMP,
pumpintakepressure,i_well_xdiag_results_hist,PUMPINTAKEPRESSURE,
loadshift,i_well_xdiag_results_hist,LOADSHIFT,
watersg,i_well_xdiag_results_hist,WATERSG,
oilapigravity,i_well_xdiag_results_hist,OILAPIGRAVITY,
fluidsg,i_well_xdiag_results_hist,FLUIDSG,
grosspumpstroke,i_well_xdiag_results_hist,GROSSPUMPSTROKE,
downholeanalysis,i_well_xdiag_results_hist,DOWNHOLEANALYSIS,
rodanalysis,i_well_xdiag_results_hist,RODANALYSIS,
surfaceanalysis,i_well_xdiag_results_hist,SURFACEANALYSIS,
inputanalysis,i_well_xdiag_results_hist,INPUTANALYSIS,
grosspumpdisplacement,i_well_xdiag_results_hist,GROSSPUMPDISPLACEMENT,
netstrokeapparent,i_well_xdiag_results_hist,NETSTROKEAPPARENT,
avgdhdsload,i_well_xdiag_results_hist,AVGDHDSLOAD,
avgdhusload,i_well_xdiag_results_hist,AVGDHUSLOAD,
avgdhdspoload,i_well_xdiag_results_hist,AVGDHDSPOLOAD,
avgdhuspoload,i_well_xdiag_results_hist,AVGDHUSPOLOAD,
dryrodweight,i_well_xdiag_results_hist,DRYRODWEIGHT,
pumpfriction,i_well_xdiag_results_hist,PUMPFRICTION,
pofluidload,i_well_xdiag_results_hist,POFLUIDLOAD,
pumpefficiency,i_well_xdiag_results_hist,PUMPEFFICIENCY,
cardtype,i_well_xdiag_results_hist,CARDTYPE,
downholeanalysislocale,i_well_xdiag_results_hist,DOWNHOLEANALYSISLOCALE,
rodanalysislocale,i_well_xdiag_results_hist,RODANALYSISLOCALE,
surfaceanalysislocale,i_well_xdiag_results_hist,SURFACEANALYSISLOCALE,
inputanalysislocale,i_well_xdiag_results_hist,INPUTANALYSISLOCALE,
pumpcondition,i_well_xdiag_results_hist,PUMPCONDITION,
eleccostmonthly,i_well_xdiag_results_hist,ELECCOSTMONTHLY,
gearboxtorquerating,i_well_xdiag_results_hist,GEARBOXTORQUERATING,
friction,i_well_xdiag_results_hist,FRICTION,
motorload,i_well_xdiag_results_hist,MOTORLOAD,
downholecapacity24,i_well_xdiag_results_hist,DOWNHOLECAPACITY24,
downholecapacityruntime,i_well_xdiag_results_hist,DOWNHOLECAPACITYRUNTIME,
downholecapacityruntimefillage,i_well_xdiag_results_hist,DOWNHOLECAPACITYRUNTIMEFILLAGE,
api_no14,i_well_xdiag_rod_results_hist,API14,
nodeid,i_well_xdiag_rod_results_hist,WELL_AUTO_NAME,
date,i_well_xdiag_rod_results_hist,DATE,
rodnum,i_well_xdiag_rod_results_hist,RODNUM,
grade,i_well_xdiag_rod_results_hist,GRADE,
length,i_well_xdiag_rod_results_hist,LENGTH,
diameter,i_well_xdiag_rod_results_hist,DIAMETER,
loading,i_well_xdiag_rod_results_hist,LOADING,
bottomminstress,i_well_xdiag_rod_results_hist,BOTTOMMINSTRESS,
topminstress,i_well_xdiag_rod_results_hist,TOPMINSTRESS,
topmaxstress,i_well_xdiag_rod_results_hist,TOPMAXSTRESS,
rodguideid,i_well_xdiag_rod_results_hist,RODGUIDEID,
dragfrictioncoefficient,i_well_xdiag_rod_results_hist,DRAGFRICTIONCOEFFICIENT,
guidecountperrod,i_well_xdiag_rod_results_hist,GUIDECOUNTPERROD,
API_NO14,ingres_tidelands_new_tidelands_injhist,API14,
day_on_inj,ingres_tidelands_new_tidelands_injhist,DAYS_INJECT,
injected_bbl,ingres_tidelands_new_tidelands_injhist,WATER_INJ,
